E,N,Q,b,c,failures,independent_board,inst_reputations,num_trials,output,permitted_strategies,q,rep,reputation_norm,reputations,run_type,runs_per_trial,seed1,seed2,seed3,seed4,successes,u_a,u_p,u_s,w
0.9,50,2,5.0,1.0,99,true,0.6970000000000001,10,output/fixation_paper_multitype_final.csv,123,0.1,5,stern judging,0.507424,AllD,100,2318692008,4249821368,2023146472,1954785734,1,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,100,true,0.6629999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,6,stern judging,0.511304,AllD,100,1444308036,406261271,3142077794,3802135029,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,99,true,0.9619999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,6,stern judging,0.5886359999999999,AllC,100,3406062389,2205022310,3277963616,1507691381,1,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,99,true,1.0,10,output/fixation_paper_multitype_final.csv,123,0.1,5,stern judging,0.6437080000000001,equal,100,3687805086,2491352305,2508920711,1587003306,1,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,100,true,0.6272000000000001,10,output/fixation_paper_multitype_final.csv,123,0.1,10,stern judging,0.50968,AllD,100,399641176,557968366,3773737824,3917458191,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,99,true,0.9996,10,output/fixation_paper_multitype_final.csv,123,0.1,4,stern judging,0.6427240000000001,equal,100,2770752872,3107064049,3033966239,3494993234,1,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,100,true,0.6554000000000001,10,output/fixation_paper_multitype_final.csv,123,0.1,8,stern judging,0.512364,AllD,100,770372699,2091145227,3971252322,580848821,0,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,100,true,0.6938,10,output/fixation_paper_multitype_final.csv,123,0.1,9,stern judging,0.5109759999999999,AllD,100,2718039288,4029003726,839009843,4071681473,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,98,true,1.0,10,output/fixation_paper_multitype_final.csv,123,0.1,6,stern judging,0.6432480000000002,equal,100,1165085912,2793248193,1782232896,3680929680,2,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,96,true,0.9633999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,5,stern judging,0.588048,AllC,100,3838909624,564176415,3404334542,3104513964,4,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,99,true,1.0,10,output/fixation_paper_multitype_final.csv,123,0.1,10,stern judging,0.64498,equal,100,825057441,1004074019,804270345,1813579453,1,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,96,true,0.9629999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,9,stern judging,0.592924,AllC,100,3130845861,1564334926,2150181349,366305227,4,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,99,true,0.9623999999999998,10,output/fixation_paper_multitype_final.csv,123,0.1,7,stern judging,0.587424,AllC,100,1050047780,3965369818,1198075866,1516766800,1,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,100,true,0.9856000000000001,10,output/fixation_paper_multitype_final.csv,123,0.1,3,stern judging,0.5079480000000001,AllD,100,2477149355,278142066,2804006621,1852461561,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,97,true,0.9629999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,3,stern judging,0.58982,AllC,100,3130660469,323596522,3065684426,1347038019,3,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,99,true,0.9623999999999998,10,output/fixation_paper_multitype_final.csv,123,0.1,10,stern judging,0.589608,AllC,100,3980614795,437318025,8057705,1281548053,1,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,100,true,0.9840000000000001,10,output/fixation_paper_multitype_final.csv,123,0.1,1,stern judging,0.514176,AllD,100,2975585007,2510377535,2000219535,115323781,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,100,true,0.9825999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,5,stern judging,0.510912,AllD,100,1782424626,2179447094,1664771370,1727639570,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,100,true,0.982,10,output/fixation_paper_multitype_final.csv,123,0.1,4,stern judging,0.50996,AllD,100,467487861,1064087524,2404373149,4052207910,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,97,true,0.9625999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,8,stern judging,0.5872200000000001,AllC,100,1569131151,1818862117,2350150913,250941556,3,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,99,true,0.9828000000000001,10,output/fixation_paper_multitype_final.csv,123,0.1,6,stern judging,0.51282,AllD,100,3443368381,1561117600,2015447883,1325741548,1,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,98,true,0.9826,10,output/fixation_paper_multitype_final.csv,123,0.1,2,stern judging,0.50806,AllD,100,406340876,3346694229,2043245436,1876482308,2,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,99,true,0.9826,10,output/fixation_paper_multitype_final.csv,123,0.1,10,stern judging,0.5070279999999999,AllD,100,3094271954,160937628,2738019839,3892085964,1,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,99,true,0.9822,10,output/fixation_paper_multitype_final.csv,123,0.1,9,stern judging,0.509764,AllD,100,2925611719,757611393,3082452714,244896182,1,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,100,true,0.9848,10,output/fixation_paper_multitype_final.csv,123,0.1,8,stern judging,0.511716,AllD,100,2965422559,837590782,1359513328,3067387169,0,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,100,true,0.9561999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,4,stern judging,0.916244,Disc,100,399641176,557968366,3773737824,3917458191,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,100,true,1.0,10,output/fixation_paper_multitype_final.csv,123,0.1,3,stern judging,0.643176,equal,100,1574056052,1523565866,659764183,481937497,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,99,true,0.9858000000000001,10,output/fixation_paper_multitype_final.csv,123,0.1,7,stern judging,0.51122,AllD,100,2821442250,4195959136,4242954019,518784204,1,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,99,true,0.9547999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,3,stern judging,0.916836,Disc,100,3687805086,2491352305,2508920711,1587003306,1,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,99,true,0.9561999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,9,stern judging,0.9168080000000001,Disc,100,3838909624,564176415,3404334542,3104513964,1,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,98,true,0.9564,10,output/fixation_paper_multitype_final.csv,123,0.1,1,stern judging,0.9157439999999998,Disc,100,1444308036,406261271,3142077794,3802135029,2,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,73,true,0.49540000000000006,10,output/fixation_paper_multitype_final.csv,123,0.1,8,stern judging,0.9171560000000001,Disc,100,3413588362,3410276037,988999357,1092160006,27,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,100,true,0.9545999999999998,10,output/fixation_paper_multitype_final.csv,123,0.1,8,stern judging,0.916456,Disc,100,1165085912,2793248193,1782232896,3680929680,0,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,78,true,0.511,10,output/fixation_paper_multitype_final.csv,123,0.1,3,stern judging,0.916952,Disc,100,3501276496,1916308487,2884299057,212405882,22,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,98,true,0.9555999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,7,stern judging,0.9167560000000001,Disc,100,2718039288,4029003726,839009843,4071681473,2,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,97,true,0.9533999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,6,stern judging,0.9161400000000001,Disc,100,770372699,2091145227,3971252322,580848821,3,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,76,true,0.49540000000000006,10,output/fixation_paper_multitype_final.csv,123,0.1,4,stern judging,0.9167959999999999,Disc,100,2336006514,3752603071,2529599412,1996639270,24,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,100,true,0.9516,10,output/fixation_paper_multitype_final.csv,123,0.1,10,stern judging,0.91636,Disc,100,825057441,1004074019,804270345,1813579453,0,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,72,true,0.5147999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,1,stern judging,0.9163079999999999,Disc,100,3913986588,977968592,2019197571,1643815262,28,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,99,true,0.9531999999999998,10,output/fixation_paper_multitype_final.csv,123,0.1,2,stern judging,0.9171440000000001,Disc,100,3406062389,2205022310,3277963616,1507691381,1,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,75,true,0.4964,10,output/fixation_paper_multitype_final.csv,123,0.1,7,stern judging,0.9169359999999999,Disc,100,3930515362,2526275110,2434496757,2381245198,25,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,74,true,0.49440000000000006,10,output/fixation_paper_multitype_final.csv,123,0.1,9,stern judging,0.91668,Disc,100,2394741560,155481102,1675257903,1125662500,26,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,76,true,0.5075999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,2,stern judging,0.9161360000000001,Disc,100,1325850089,2563225146,863079681,3760565333,24,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,72,true,0.5102,10,output/fixation_paper_multitype_final.csv,123,0.1,10,stern judging,0.917252,Disc,100,2318692008,4249821368,2023146472,1954785734,28,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,70,true,0.47979999999999995,10,output/fixation_paper_multitype_final.csv,123,0.1,5,stern judging,0.916272,Disc,100,39710085,266441375,2016258181,2193240693,30,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,97,true,0.9517999999999998,10,output/fixation_paper_multitype_final.csv,123,0.1,5,stern judging,0.9170399999999997,Disc,100,2770752872,3107064049,3033966239,3494993234,3,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,70,true,0.5118,10,output/fixation_paper_multitype_final.csv,123,0.1,6,stern judging,0.9169839999999999,Disc,100,593229261,3623961819,4069151275,3494409329,30,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,99,true,0.9636,10,output/fixation_paper_multitype_final.csv,123,0.1,7,stern judging,0.9167079999999999,Disc,100,1782424626,2179447094,1664771370,1727639570,1,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,97,false,0.8122000000000001,10,output/fixation_paper_multitype_final.csv,123,0.1,1,stern judging,0.6423920000000001,equal,100,3413588362,3410276037,988999357,1092160006,3,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,98,true,0.9623999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,1,stern judging,0.916864,Disc,100,3130845861,1564334926,2150181349,366305227,2,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,99,true,0.9639999999999997,10,output/fixation_paper_multitype_final.csv,123,0.1,3,stern judging,0.916724,Disc,100,2477149355,278142066,2804006621,1852461561,1,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,100,false,0.8144,10,output/fixation_paper_multitype_final.csv,123,0.1,2,stern judging,0.645632,equal,100,1165085912,2793248193,1782232896,3680929680,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,98,true,0.9615999999999998,10,output/fixation_paper_multitype_final.csv,123,0.1,2,stern judging,0.9159519999999999,Disc,100,1050047780,3965369818,1198075866,1516766800,2,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,98,false,0.8172,10,output/fixation_paper_multitype_final.csv,123,0.1,5,stern judging,0.642276,equal,100,770372699,2091145227,3971252322,580848821,2,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,98,true,0.9621999999999998,10,output/fixation_paper_multitype_final.csv,123,0.1,8,stern judging,0.916612,Disc,100,467487861,1064087524,2404373149,4052207910,2,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,100,true,0.9632,10,output/fixation_paper_multitype_final.csv,123,0.1,5,stern judging,0.9174519999999998,Disc,100,3980614795,437318025,8057705,1281548053,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,99,true,0.9625999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,10,stern judging,0.9166640000000001,Disc,100,3443368381,1561117600,2015447883,1325741548,1,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,98,false,0.8027999999999998,10,output/fixation_paper_multitype_final.csv,123,0.1,3,stern judging,0.6428880000000001,equal,100,3501276496,1916308487,2884299057,212405882,2,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,94,false,0.653,10,output/fixation_paper_multitype_final.csv,123,0.1,1,stern judging,0.643024,equal,100,406340876,3346694229,2043245436,1876482308,6,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,100,true,0.9635999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,4,stern judging,0.9159599999999999,Disc,100,3130660469,323596522,3065684426,1347038019,0,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,99,false,0.815,10,output/fixation_paper_multitype_final.csv,123,0.1,4,stern judging,0.6422560000000002,equal,100,2718039288,4029003726,839009843,4071681473,1,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,97,false,0.8092,10,output/fixation_paper_multitype_final.csv,123,0.1,6,stern judging,0.645532,equal,100,2336006514,3752603071,2529599412,1996639270,3,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,94,false,0.638,10,output/fixation_paper_multitype_final.csv,123,0.1,6,stern judging,0.6445880000000002,equal,100,1574056052,1523565866,659764183,481937497,6,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,93,false,0.6410000000000001,10,output/fixation_paper_multitype_final.csv,123,0.1,10,stern judging,0.6422439999999999,equal,100,1444308036,406261271,3142077794,3802135029,7,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,98,false,0.8181999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,9,stern judging,0.64334,equal,100,3406062389,2205022310,3277963616,1507691381,2,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,100,true,0.9621999999999998,10,output/fixation_paper_multitype_final.csv,123,0.1,6,stern judging,0.9166799999999999,Disc,100,2975585007,2510377535,2000219535,115323781,0,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,97,false,0.8056,10,output/fixation_paper_multitype_final.csv,123,0.1,8,stern judging,0.643344,equal,100,3913986588,977968592,2019197571,1643815262,3,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,98,true,0.9617999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,9,stern judging,0.916448,Disc,100,1569131151,1818862117,2350150913,250941556,2,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,94,false,0.644,10,output/fixation_paper_multitype_final.csv,123,0.1,3,stern judging,0.642912,equal,100,2925611719,757611393,3082452714,244896182,6,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,99,false,0.6476,10,output/fixation_paper_multitype_final.csv,123,0.1,2,stern judging,0.6430159999999999,equal,100,3094271954,160937628,2738019839,3892085964,1,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,95,false,0.6442,10,output/fixation_paper_multitype_final.csv,123,0.1,5,stern judging,0.6430120000000001,equal,100,399641176,557968366,3773737824,3917458191,5,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,93,false,0.6422,10,output/fixation_paper_multitype_final.csv,123,0.1,7,stern judging,0.643508,equal,100,2821442250,4195959136,4242954019,518784204,7,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,91,false,0.649,10,output/fixation_paper_multitype_final.csv,123,0.1,4,stern judging,0.6447200000000001,equal,100,2965422559,837590782,1359513328,3067387169,9,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,99,false,0.8061999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,10,stern judging,0.641972,equal,100,3930515362,2526275110,2434496757,2381245198,1,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,98,false,0.8153999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,7,stern judging,0.644688,equal,100,825057441,1004074019,804270345,1813579453,2,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,95,false,0.643,10,output/fixation_paper_multitype_final.csv,123,0.1,8,stern judging,0.643424,equal,100,3687805086,2491352305,2508920711,1587003306,5,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,100,false,0.9996,10,output/fixation_paper_multitype_final.csv,123,0.1,5,stern judging,0.643964,equal,100,2770752872,3107064049,3033966239,3494993234,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,100,false,0.9998,10,output/fixation_paper_multitype_final.csv,123,0.1,1,stern judging,0.6461,equal,100,2394741560,155481102,1675257903,1125662500,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,100,false,1.0,10,output/fixation_paper_multitype_final.csv,123,0.1,4,stern judging,0.644512,equal,100,39710085,266441375,2016258181,2193240693,0,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,90,false,0.6368,10,output/fixation_paper_multitype_final.csv,123,0.1,9,stern judging,0.6444679999999999,equal,100,3838909624,564176415,3404334542,3104513964,10,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,99,false,1.0,10,output/fixation_paper_multitype_final.csv,123,0.1,3,stern judging,0.6427280000000001,equal,100,2318692008,4249821368,2023146472,1954785734,1,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,98,false,0.8186,10,output/fixation_paper_multitype_final.csv,123,0.1,2,stern judging,0.591524,AllC,100,1574056052,1523565866,659764183,481937497,2,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,98,false,0.8156000000000002,10,output/fixation_paper_multitype_final.csv,123,0.1,1,stern judging,0.5873360000000001,AllC,100,2336006514,3752603071,2529599412,1996639270,2,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,95,false,0.8301999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,5,stern judging,0.5917999999999999,AllC,100,2975585007,2510377535,2000219535,115323781,5,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,81,false,0.6032,10,output/fixation_paper_multitype_final.csv,123,0.1,2,stern judging,0.5926159999999999,AllC,100,1050047780,3965369818,1198075866,1516766800,19,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,98,false,1.0,10,output/fixation_paper_multitype_final.csv,123,0.1,2,stern judging,0.645752,equal,100,1325850089,2563225146,863079681,3760565333,2,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,98,false,1.0,10,output/fixation_paper_multitype_final.csv,123,0.1,8,stern judging,0.642436,equal,100,3413588362,3410276037,988999357,1092160006,2,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,80,false,0.5838000000000001,10,output/fixation_paper_multitype_final.csv,123,0.1,1,stern judging,0.59158,AllC,100,1165085912,2793248193,1782232896,3680929680,20,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,99,false,0.8184000000000001,10,output/fixation_paper_multitype_final.csv,123,0.1,9,stern judging,0.588016,AllC,100,3094271954,160937628,2738019839,3892085964,1,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,97,false,0.8080000000000002,10,output/fixation_paper_multitype_final.csv,123,0.1,10,stern judging,0.5888840000000001,AllC,100,399641176,557968366,3773737824,3917458191,3,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,85,false,0.5882000000000001,10,output/fixation_paper_multitype_final.csv,123,0.1,4,stern judging,0.586904,AllC,100,467487861,1064087524,2404373149,4052207910,15,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,99,false,1.0,10,output/fixation_paper_multitype_final.csv,123,0.1,7,stern judging,0.6432599999999999,equal,100,1782424626,2179447094,1664771370,1727639570,1,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,97,false,0.8211999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,4,stern judging,0.588676,AllC,100,3406062389,2205022310,3277963616,1507691381,3,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,96,false,0.8186,10,output/fixation_paper_multitype_final.csv,123,0.1,3,stern judging,0.5874679999999999,AllC,100,1444308036,406261271,3142077794,3802135029,4,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,100,false,1.0,10,output/fixation_paper_multitype_final.csv,123,0.1,4,stern judging,0.590536,AllC,100,825057441,1004074019,804270345,1813579453,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,100,false,1.0,10,output/fixation_paper_multitype_final.csv,123,0.1,1,stern judging,0.5914400000000001,AllC,100,2821442250,4195959136,4242954019,518784204,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,98,false,1.0,10,output/fixation_paper_multitype_final.csv,123,0.1,6,stern judging,0.645176,equal,100,593229261,3623961819,4069151275,3494409329,2,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,100,false,1.0,10,output/fixation_paper_multitype_final.csv,123,0.1,5,stern judging,0.587212,AllC,100,3687805086,2491352305,2508920711,1587003306,0,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,99,false,0.8089999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,7,stern judging,0.590236,AllC,100,1569131151,1818862117,2350150913,250941556,1,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,82,false,0.5880000000000001,10,output/fixation_paper_multitype_final.csv,123,0.1,3,stern judging,0.591956,AllC,100,770372699,2091145227,3971252322,580848821,18,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,false,0.5100000000000001,10,output/fixation_paper_multitype_final.csv,123,0.1,6,stern judging,0.5113559999999999,AllD,100,3413588362,3410276037,988999357,1092160006,0,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,99,false,0.5152,10,output/fixation_paper_multitype_final.csv,123,0.1,3,stern judging,0.5108639999999999,AllD,100,2975585007,2510377535,2000219535,115323781,1,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,99,false,0.5074000000000001,10,output/fixation_paper_multitype_final.csv,123,0.1,1,stern judging,0.509452,AllD,100,1574056052,1523565866,659764183,481937497,1,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,100,false,1.0,10,output/fixation_paper_multitype_final.csv,123,0.1,3,stern judging,0.587816,AllC,100,3930515362,2526275110,2434496757,2381245198,0,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,80,false,0.5878,10,output/fixation_paper_multitype_final.csv,123,0.1,6,stern judging,0.5867760000000001,AllC,100,3443368381,1561117600,2015447883,1325741548,20,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,98,false,0.8250000000000002,10,output/fixation_paper_multitype_final.csv,123,0.1,8,stern judging,0.5903200000000001,AllC,100,2925611719,757611393,3082452714,244896182,2,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,83,false,0.5968,10,output/fixation_paper_multitype_final.csv,123,0.1,8,stern judging,0.589216,AllC,100,406340876,3346694229,2043245436,1876482308,17,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,100,false,1.0,10,output/fixation_paper_multitype_final.csv,123,0.1,6,stern judging,0.590368,AllC,100,2770752872,3107064049,3033966239,3494993234,0,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,96,false,0.8175999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,6,stern judging,0.59224,AllC,100,3913986588,977968592,2019197571,1643815262,4,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,99,false,0.5116,10,output/fixation_paper_multitype_final.csv,123,0.1,5,stern judging,0.5082280000000001,AllD,100,1325850089,2563225146,863079681,3760565333,1,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,99,false,0.498,10,output/fixation_paper_multitype_final.csv,123,0.1,2,stern judging,0.507644,AllD,100,2336006514,3752603071,2529599412,1996639270,1,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,99,false,0.5022,10,output/fixation_paper_multitype_final.csv,123,0.1,4,stern judging,0.50872,AllD,100,1050047780,3965369818,1198075866,1516766800,1,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,84,false,0.5904000000000001,10,output/fixation_paper_multitype_final.csv,123,0.1,10,stern judging,0.5875919999999999,AllC,100,2718039288,4029003726,839009843,4071681473,16,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,97,false,0.5176000000000001,10,output/fixation_paper_multitype_final.csv,123,0.1,7,stern judging,0.509812,AllD,100,1165085912,2793248193,1782232896,3680929680,3,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,98,false,0.5116,10,output/fixation_paper_multitype_final.csv,123,0.1,10,stern judging,0.511432,AllD,100,467487861,1064087524,2404373149,4052207910,2,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,100,false,0.5038,10,output/fixation_paper_multitype_final.csv,123,0.1,8,stern judging,0.507536,AllD,100,3094271954,160937628,2738019839,3892085964,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,100,false,1.0,10,output/fixation_paper_multitype_final.csv,123,0.1,8,stern judging,0.58886,AllC,100,39710085,266441375,2016258181,2193240693,0,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,100,false,0.7434000000000001,10,output/fixation_paper_multitype_final.csv,123,0.1,2,stern judging,0.508092,AllD,100,3406062389,2205022310,3277963616,1507691381,0,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,100,false,0.7486,10,output/fixation_paper_multitype_final.csv,123,0.1,1,stern judging,0.509612,AllD,100,1782424626,2179447094,1664771370,1727639570,0,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,100,false,0.7554,10,output/fixation_paper_multitype_final.csv,123,0.1,3,stern judging,0.5082720000000001,AllD,100,1444308036,406261271,3142077794,3802135029,0,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,100,false,0.7489999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,8,stern judging,0.5091600000000001,AllD,100,1569131151,1818862117,2350150913,250941556,0,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,100,false,0.7498,10,output/fixation_paper_multitype_final.csv,123,0.1,4,stern judging,0.508708,AllD,100,825057441,1004074019,804270345,1813579453,0,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,100,false,0.748,10,output/fixation_paper_multitype_final.csv,123,0.1,10,stern judging,0.510532,AllD,100,3413588362,3410276037,988999357,1092160006,0,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,100,false,0.7439999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,5,stern judging,0.509536,AllD,100,2821442250,4195959136,4242954019,518784204,0,0.02,0.02,0.0,1.0
0.9,50,1,5.0,1.0,75,false,0.5898000000000001,10,output/fixation_paper_multitype_final.csv,123,0.1,5,stern judging,0.586336,AllC,100,3980614795,437318025,8057705,1281548053,25,0.02,0.02,0.0,1.0
0.9,50,2,5.0,1.0,100,false,0.7445999999999999,10,output/fixation_paper_multitype_final.csv,123,0.1,6,stern judging,0.5059,AllD,100,593229261,3623961819,4069151275,3494409329,0,0.02,0.02,0.0,1.0
0.9,50,50,5.0,1.0,99,false,0.9998,10,output/fixation_paper_multitype_final.csv,123,0.1,9,stern judging,0.644332,equal,100,3130845861,1564334926,2150181349,366305227,1,0.02,0.02,0.0,1.0
